name,points,distance_km,duration_h,avg_speed_kmh,elevation_gain_m,elevation_loss_m,net_elevation_m,max_elevation_m,min_elevation_m
West_Laramie_Bike_Ride.gpx,28889,191.346164,10.586944,18.073786,2348.6,2347.4,1.2,3307.1,2175.6
